RegionName,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20
Duchesne County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169412,168808,168165,167005,165926,165013,164179,163319,162536,161591,160755,159706,158645,157572,156481,155324,153747,152215,150619,149204,147866,146899,146280,145875,145376,144930,144748,144699,145003,144896,144800,144427,143889,143274,142046,140903,140040,139271,138544,137793,137510,137444,137398,137690,137970,138105,138242,138748,139335,139965,140481,141190,141632,142145,142744,143403,144302,145279,146692,148005,149273,150449,151686,152840,153997,155206,156532,157714,158735,159830,160745,161539,162229,163015,163816,164614,165429,166280,166974,167712,168434,169322,170125,170949,171643,172409,173298,174300,175240,176102,177066,178103,179206,180131,181344,182423,183608,184538,185616,186696,187940,188984,190070,191065,192168,192903,193564,194400,195789,197284,198382,199033,199629,200657,201801,203085,204271,206304,207839,209545,210155,211062,211579,212543,213551,214624,215414,215731,216081,216326,217354,218170,219023,219390,220072,220820,221438,221738,222097,222692,223213,223395,223148,222859,222872
Eastland County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41658,41592,41604,41721,41925,42267,42526,42843,43133,43347,43599,43676,44006,44531,45206,45634,45853,45797,45895,45954,46192,46538,46778,47137,47116,47000,46814,46868,47058,47446,47810,48149,48203,48272,48489,48972,49474,49850,49928,49903,50059,50130,50226,50238,50440,50643,50708,50654,50585,50602,50807,51101,51166,51167,51180,51308,51383,51346,51392,51387,51390,51363,51283,51112,50816,50624,50480,50518,50590,50737,50891,51065,51165,51300,51464,51827,52431,53023,53453,53576,53629,53808,54000,54213,54482,54872,55221,55410,55522,55727,56058,56419,56845,57192,57559,57891,58282,58554,58897,59276,59770,60195,60602,61047,61518,62040,62441,62936,63328,63811,64406,65115,65732,66179,66552,66969,67281,67589,68014,68478,68939,69440,69560,69615,69479,69671,69935,70208,70560,70933,71394,71740,72083,72253,72597,72899,73412,73948,74492,75116,75637,76068,76354,76687,77089,77367,77696,78065,78535,78799,79012,79129,79383,79585,79659,79624,79646,79825,80120,80425,80757,81044,81339,81642,81874,82174,82606,83108,83519,83893,84113,84309,84384
Edgar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68972,68690,68456,67940,67478,67027,66667,66237,65823,65339,64887,64483,64065,63673,63118,62678,62228,61830,61239,60654,60092,59765,59500,59244,59034,58836,58795,58548,58222,57782,57471,57341,57164,56811,56314,55803,55299,54878,54487,54277,54127,54087,54114,54068,54069,54053,54148,54132,54086,53983,53950,54034,54051,54034,53923,53938,54024,54108,54029,54039,54100,54280,54352,54373,54363,54507,54637,54788,54814,54924,55164,55506,55822,56082,56356,56654,57036,57337,57702,57918,58119,58259,58473,58665,58879,58955,59066,59178,59296,59358,59389,59501,59731,60026,60205,60305,60441,60729,61051,61186,61406,61615,61891,62147,62342,62538,62680,62833,63039,63143,63270,63428,63529,63658,63746,63847,64044,64200,64478,64652,64661,64772,64851,65093,65175,65161,65125,65221,65497,65818,66140,66489,66782,66924,67006,67121,67351,67626,67913,68083,68063,68011,67902,67808,67810
Southampton County,67510,67345,67173,67158,67365,67713,67935,68091,68409,68757,69180,69619,70059,70492,70897,71154,71183,71144,71321,71693,71976,72033,71697,71374,71108,71623,72353,73124,73661,74000,74334,74871,75333,76553,77861,79373,80775,81424,81947,82299,83253,84390,85619,86014,86262,85549,85389,85229,85548,85980,86581,87208,87461,87622,87714,88360,89019,89935,90663,91522,92131,92564,92891,93317,94008,94572,94976,95384,95779,96635,97145,97552,97688,98334,98868,99273,99249,99474,99939,100685,101642,102126,102779,103347,104172,104972,105732,106836,108033,109417,110796,111636,112549,113493,114889,116327,117926,119287,120952,122526,124552,126344,128155,130171,132193,134381,136329,138310,140209,141999,143868,145630,146846,147788,148611,149651,150486,151389,152213,153139,153917,154903,155429,155739,156021,156536,156977,157247,157304,157261,157188,157209,157332,157173,157065,156900,157092,157204,157192,156856,156454,155959,155246,154255,152945,151657,150422,149453,148363,147337,146425,145763,145512,145234,144949,144366,143715,142998,142135,141249,140497,139633,138846,138162,137540,137008,136520,136331,136331,136509,136762,136887,136766,136733,136859,136801,136452,135944,135481,135045,134669,134474,134586,134775,134946,134978,134734,134589,134415,134445,134483,134604,134778,134720,134317,133937,133807,134066,134380,134645,134959,135129,135465,135673,135784,135792,135997,136315,136580,136592,136595,136726,136969,137361,137625,137866,138191,138612,139074,139333,139558,139811,140180,140585,140928,141236,141353,141384,141334,141430,141592,141967,142378,142702,142799,142680,142671,142667,142907,143339,143830,144321,144610,144808,144863,145022,145435,146081,146677,147268,147701,148023,148185,148218,148211,148224,148394,148628,148807,149326,149769,150101,150078,150097,150383,150732,151269,151607,151784,151837,151983,151953,152080,152374,152944,153481,153835,154201,154473,154885,155367,155895,156336,156706,156997,157214
Young County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60586,61187,61543,62284,63014,63794,64533,64838,65069,65252,65510,65640,65723,65798,66161,66636,67040,67299,67396,67959,68504,69172,69586,70117,70660,70939,70966,70956,70972,70909,71017,71236,71564,71689,71923,72107,72223,72158,72066,71938,71820,71927,72303,72680,72909,72912,72804,72646,72525,72474,72381,72221,72013,71731,70865,70143,69501,69414,69381,69345,69369,69294,69267,69212,69182,69096,68983,68762,68629,68522,68400,68233,68059,67998,67956,67939,67970,68077,68370,68635,68823,68836,68888,69053,69190,69359,69506,69739,69915,70070,70297,70602,70910,71198,71472,71744,72030,72275,72617,72938,73354,73737,74208,74633,75114,75556,76035,76468,76882,77370,77767,78203,78543,78999,79337,79733,80234,80780,81272,81642,82065,82435,82869,83301,83790,84163,84593,85012,85178,85282,85461,85946,86507,87027,87525,87939,88314,88735,89269,89848,90531,91091,91629,91962,92247,92513,92729,92954,93212,93680,93751,93737,93735,94205,94619,94983,95221,95577,95904,96286,96623,96722,96747,96894,97374,97848,98308,98565,98953,99235,99536,99762,99957,100175,100569,100853,100804,100503,100189
Inyo County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218079,218507,218614,219153,219586,220518,222276,224593,227161,229556,232079,235293,238006,240910,244056,247811,251289,254325,256802,259533,262075,264838,267657,270915,275744,280014,283358,285076,287144,289044,290425,291132,291925,292900,294402,293956,292855,291369,291788,293427,297821,302341,305608,306053,306350,307912,308226,307671,306048,306373,307413,309869,309557,309336,311363,316276,321169,322652,323979,326587,330184,332949,334685,332532,327681,322703,320567,321207,321748,320874,320414,319433,319447,319043,319042,320436,323110,325145,327828,328851,330126,331003,332247,333861,334474,335031,335390,336174,337605,339454,338931,337739,336272,336363,335919,335078,334183
Humphreys County,55471,55646,55840,56055,56248,56471,56676,56933,57169,57296,57407,57557,57868,58154,58416,58583,58791,59025,59336,59753,60263,61075,61820,62625,63039,63493,63870,64340,64801,65206,65710,65993,66242,66209,66266,66222,66443,66794,67430,68215,69082,69891,70268,70436,70456,70623,70997,71448,72010,72342,72535,72537,72476,72355,72375,72747,73316,73938,74199,74346,74378,74499,74641,74731,74847,75064,75408,75606,75637,75542,75518,75602,75591,75736,75804,75972,76039,76153,76261,76381,76551,76749,77001,77215,77454,77595,77697,77870,78136,78410,78636,78863,79112,79345,79570,79764,80048,80325,80698,80993,81217,81447,81703,82096,82473,82867,83330,83809,84305,84800,85406,86056,86669,87156,87624,88025,88498,88992,89494,90070,90594,91139,91529,91877,92304,92780,93330,93765,94103,94367,94610,94859,95151,95298,95412,95459,95669,95893,96010,96069,96138,96314,96388,96337,96166,96102,96085,96087,96011,95982,96009,95997,95913,95707,95586,95435,95200,94771,94256,93732,93131,92464,91831,91403,91112,90886,90640,90440,90373,90415,90454,90464,90330,90147,89880,89541,89174,88731,88319,87911,87610,87361,87218,87103,87143,87265,87368,87364,87288,87275,87310,87397,87378,87389,87364,87401,87446,87487,87592,87856,88187,88539,88760,88911,89106,89231,89411,89561,89730,89928,90118,90339,90536,90788,91092,91478,91772,92173,92582,93095,93552,93957,94358,94714,95173,95534,95933,96296,96805,97269,97623,97839,98132,98485,98918,99286,99548,99919,100317,100821,101242,101608,102086,102638,103251,103867,104435,105083,105741,106435,107073,107639,108222,108859,109552,110185,110724,111233,111792,112490,113260,113833,114403,114982,115690,116359,116950,117584,118227,118826,119390,119912,120499,121176,121834,122435,122983,123544,124109,124649,125208,125808,126407,126941,127376,127816
Pike County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80545,81045,81799,82669,83530,84409,85040,85666,85552,85877,86098,85873,84802,83291,81756,81216,80767,80328,80120,80028,80829,81032,80887,81549,83467,86572,89242,91396,92977,94139,95247,95952,97003,97993,100107,101562,102862,103314,104174,104554,104966,105726,106727,107743,108190,108841,109720,110546,111044,111363,111737,112458,113337,114055,114521,115045,115711,116237,116137,116205,116420
Drew County,59841,59865,59863,59888,59980,60065,60122,60156,60268,60534,60893,61406,61766,62006,62161,62252,62342,62427,62557,62723,62774,62721,62455,62100,61652,61586,61805,62087,62088,61852,61751,61460,61380,60894,60693,60115,59992,59589,59043,58566,58443,58962,59055,59528,59461,59953,59933,60160,60437,60898,61599,61862,61961,61754,61896,62119,62696,63153,63549,63961,64138,64476,64537,64823,65004,65302,65506,65517,65393,65281,65491,65752,65912,66027,66194,66616,66993,67299,67501,67711,68048,68341,68533,68687,68834,68838,68968,69172,69611,69993,70355,70806,71143,71593,72095,72470,72821,73073,73452,74172,74950,75751,76206,76622,77084,77367,77684,78254,79116,80016,80590,79920,79001,78095,78229,78114,78009,77927,78012,78059,77956,77957,77962,78396,78882,79342,79405,79558,79711,79877,79950,79937,80041,79888,79853,79864,80286,80591,80812,80726,80554,80338,80193,80175,80123,80444,80764,81143,80733,80385,79880,80126,80505,81203,81488,81482,80807,80113,79202,78257,77458,76926,76772,76611,76356,75858,75572,75439,75741,75312,74809,74440,74447,74289,73852,73009,72318,71261,70485,69775,69507,69618,70164,70696,71495,72009,72510,72726,72679,72908,72777,72884,72769,73313,73502,73771,73329,73250,73112,73430,74044,74832,75652,75898,75955,75720,75666,75381,75363,75336,75488,75467,75419,75259,75372,75569,75804,75882,76029,76335,76466,76547,76641,76982,77149,77281,77367,77720,78049,78075,78134,78304,78834,79148,79244,79161,79246,79548,79571,79575,79645,80033,80251,80108,79968,80050,80469,80869,81133,81162,81417,81689,82004,82246,82633,83366,83833,84324,84602,85120,85517,86060,86520,87035,87148,87400,87826,88343,89139,89448,89895,90133,90686,91252,91728,92163,92836,93357,93672,93781,93763,94043,94223,94417,94401,94289
Cedar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124983,124696,125184,125424,125857,125718,125987,126270,126580,126412,126352,126241,126550,127151,127449,127877,128114,128837,129183,129450,129643,130335,131050,131765,131828,131816,131280,131143,130905,131140,131115,131168,131252,131544,131541,131703,131999,132518,132741,132618,132594,132670,132760,132882,133072,133244,133295,133114,132791,132570,132237,132032,131536,131457,131307,131423,131258,131273,131458,131321,131121,130616,130639,130767,131230,131354,131601,131406,131289,130927,130871,131223,131650,131874,131956,132093,132168,132066,131916,131865,131604,131455,130997,130893,130824,131258,131678,132006,132255,132656,132976,133385,134536,135743,137032,137422,137849,138057,138216,138329,138466,138603,138831,139127,139233,139338,139501,139937,140295,140537,140860,141244,141640,141967,142315,142796,143007,143194,143198,143592,144018,144621,145070,145498,145949,146529,147222,147556,147836,148021,148396,148656,148946,149324,149764,150241,150771,151373,151777,152258,152636,153121,153575,154178,154747,155232,155678,156083,156603,157023,157511,157948,158834,159686,160537,161044,161644,162110,162465,162810,162597,162348,162263,162718,163174,163495,163789,164149,164465,164904,165429,165967,166859,167816,168659,169127,169417
Patrick County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99755,99639,99333,98808,98133,97527,96746,95779,94893,94340,94039,93598,93052,92599,92323,91988,91492,90860,90121,89644,89160,88580,87860,87235,86855,85993,85353,84784,84764,84481,84596,84747,84968,84766,84286,83848,83167,82663,81477,80327,79320,79278,79647,79964,79857,79582,79344,79492,80024,80996,82087,83302,84123,84635,84571,84429,84506,85276,86515,87244,87909,88227,89531,90420,91232,91098,91020,91256,92218,92815,92717,92556,92069,92033,91193,90973,91218,92497,93904,94617,94478,94543,95182,96202,97558,98333,99253,99527,99349,98742,97904,97957,97977,97953,97493,96937,96541,96315,96146,95935,95700,95540,95602,95508,95734,95686,95739,95713,95703,95852,96114,96521,96770,96987,97238,97399,97570,97613,98059,98374,98474,98707,98625,98544,98255,98408,98664,98702,98268,98424,98850,99586,100055,100009,100123,100389,100885,101034,101018,101192,101630,101698,101329,100770,100479
New Kent County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225700,224925,225328,226549,228914,231390,233700,236305,238860,240724,242310,243827,245715,248689,251434,253351,253883,254119,254880,255338,255847,256850,258066,259294,259833,260745,261336,261774,261726,261876,261326,260383,259345,259202,259168,258926,258427,257816,257137,256178,254867,253352,252165,251172,250240,248921,247758,246791,245987,245211,244393,243481,242518,241395,240293,239076,237952,236835,235746,234684,233752,232925,232431,232151,232069,231978,231805,231745,231349,230830,230147,229780,229406,228908,228036,227190,226314,225741,225343,225108,225152,225275,225383,225192,224853,224630,224557,224566,224627,224616,224649,224636,224706,224704,224800,224982,225364,225748,226109,226403,226727,226983,227137,227108,227067,227207,227520,227822,228178,228611,229159,229648,230171,230731,231408,232116,232816,233417,233937,234562,235079,235562,235903,236327,236701,237099,237487,237906,238368,238820,239443,239773,240116,240261,240645,241000,241376,241856,242387,243101,243733,244375,244546,244864,245269,246091,246913,247692,248401,249015,249487,249946,250422,251126,252059,253123,254513,255626,256557,257032,257584,258108,258733,259388,260009,260390,260739,261171,262438,263906,265560,266838,268221,269711,271141,272445,273696,274948,276143,277119,277180,277058,276780
Brantley County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82110,82340,82574,83094,83678,84212,84672,85135,85698,86287,86845,87319,87811,88342,88929,89379,89772,90215,90772,91280,91657,91945,92187,92532,92777,93003,93121,93521,93782,94084,94373,94754,95100,95561,96182,96855,97704,98437,99390,99983,100738,101506,102327,103090,103699,104206,104969,105653,106224,106691,107059,107592,108037,108425,108737,109025,109415,109804,109910,110003,110076
Greene County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179327,180452,181212,182699,184280,186006,187690,188765,189919,190649,191499,192116,193768,195780,199235,202250,204966,206274,208101,210215,212470,215055,217797,220734,222140,222047,219494,218220,217693,219807,221388,224141,226401,229058,230889,232848,234569,236721,239416,241922,243740,244823,245591,246185,246568,246827,247209,247497,247883,248324,249043,249542,249936,249384,248710,247785,247501,247100,246656,245883,245140,244346,243304,241842,240294,239091,238092,236746,235196,233926,232999,232171,231170,230122,228962,227801,226502,225202,223778,222583,222014,221390,220555,219186,218235,217619,217271,216973,216808,216476,216380,215924,214165,212059,210297,209850,209202,208224,207280,206426,205799,205327,204920,204796,205243,205936,206322,206060,205823,205931,206023,206175,206057,206106,205987,205954,205353,204849,204600,204954,205274,205248,205174,205125,205238,205173,205182,205317,206036,206765,207262,207358,207570,208237,208959,209645,210185,210817,211447,211866,212192,212447,212746,213025,213280,213436,213617,213792,214027,214259,214560,214991,215338,215695,216098,216668,217144,217388,217549,217752,218100,218514,218891,219149,219538,219934,220472,220890,221438,222079,222635,223181,223695,224231,224833,225471,226234,226915,227468,228302,229169,230160,230877,231565,232102,232883,233544,234238,234482,234919,235438,236593,237769,239029,239962,241002,242167,243084,244010,244841,245872,246734,247509,247599,247558,247296
Banks County,83427,83785,84429,84701,84989,85213,85592,86016,86045,85791,85646,86073,86926,87753,88400,88985,89845,91007,92631,93894,94947,95519,95699,95794,95133,95177,94661,95199,95430,95544,94428,93817,94634,97108,99528,101206,102091,102965,104407,105896,106982,107527,108359,109051,109270,109080,109367,110070,110981,111350,111460,111559,111780,112239,112706,113058,113589,113751,113857,113590,114225,115275,116542,116775,117016,117296,118038,118676,119096,119504,120076,121054,121752,122480,123022,124249,125504,126623,127482,128289,128979,129393,129684,130030,130522,130836,131264,131554,131961,132472,132823,133255,133785,134755,135646,136665,137469,138223,138542,138994,139359,139941,140341,140877,141383,141911,142414,142837,142871,143119,143452,144012,144495,145104,146146,147029,147655,148138,148582,148916,149432,149970,151184,152331,153546,154159,154594,155104,155844,156376,156938,157439,158269,158730,159034,158867,159147,159513,160001,160211,160228,160384,160202,159874,159354,158957,158455,157914,157256,156596,156024,155393,154799,153945,153281,152693,151916,151005,149693,148611,147229,145989,144532,143357,142222,141337,140492,139851,139355,138927,138499,137932,137223,136514,135784,134871,133943,132893,132126,131038,129808,128522,127493,126610,125875,125078,124294,123637,122963,122494,121789,121386,121130,120875,120584,120275,120278,120519,120804,121099,121329,121619,121950,122327,122705,123191,123736,124573,125219,125789,126272,126865,127909,128921,130037,130924,131835,132835,133862,134613,135433,136181,137493,138520,139475,140201,140927,141615,142160,142805,143452,144210,144797,145561,146045,146858,147299,147749,148058,148603,149407,150165,150809,151445,152062,152956,153522,154169,154520,155115,155746,156536,157636,158526,159508,160123,161089,161312,161795,162204,163444,164665,165859,166954,168275,169749,171242,172290,173101,174057,175120,176498,177624,178938,179936,180986,181486,181960,182350,183225,184039,184977,185683,186048,186148,185962
Schuyler County,57002,56454,56140,55965,55812,55623,55748,55980,56267,56685,57171,57752,58231,58634,58826,58959,59072,59407,59418,59508,59587,59709,59527,59367,59455,59720,59902,60023,60179,60242,60303,60229,60173,59760,59765,59707,60064,60109,60453,60880,61633,62320,62897,63303,63791,64607,65444,66231,66676,67400,68059,68707,68971,69187,69514,69830,70228,70797,71285,71782,72020,72378,72688,73089,73433,73882,74285,74977,75630,76266,76851,77419,78138,78684,79174,79710,80178,80617,80885,81416,82024,82573,82972,83342,83803,84250,84692,84873,85635,86561,87918,88441,88897,89286,90024,90884,91638,92628,93697,95116,95932,96645,96932,97765,98595,99520,100502,101503,102647,103498,104228,104925,105563,106112,106712,107355,107886,108325,108445,108486,108329,108352,108545,108484,108596,108577,108734,108575,108431,108214,108056,107901,107855,107810,107662,107552,107568,107746,107757,107652,107503,107315,107080,106752,106250,105720,105054,104473,103753,103198,102849,102733,102553,102402,102220,101952,101609,101013,100469,99806,99439,98913,98314,97724,97436,97360,97251,97265,97392,97687,98047,98377,98465,98441,98407,98398,98236,97936,97650,97378,97194,97068,96978,96971,96972,97077,97132,97202,97194,97188,97205,97256,97280,97299,97210,97210,97297,97513,97826,98060,98396,98719,99129,99493,99801,100064,100422,100745,101077,101244,101418,101614,101867,102217,102536,102884,103301,103818,104419,105056,105645,106205,106708,107274,107915,108472,109061,109596,110102,110616,111032,111452,111839,112440,113128,113826,114340,114887,115457,116178,116870,117513,118126,118729,119409,120029,120680,121266,121901,122447,122961,123451,124192,124934,125842,126638,127500,128238,128868,129472,130097,130825,131627,132303,132978,133561,134151,134810,135375,135873,136473,136992,137602,137989,138508,139073,139496,140000,140424,140853,141302,141869,142396,143006,143521,144170
